dataset,event,date,latitude,longitude,actor_tax,event_tax,prec_tax,event_name
gtd,109,04-04-2009,34.341944,62.203056,Unknown,3,1,Violence gtd
ged,182,04-04-2009,32.83333,66,Taleban,1,4,Violence sig
ged,184,04-04-2009,33.244188,62.359647,Taleban,1,3,Violence sig
sigact,257,04-04-2009,32.21004868,66.67003632,Taliban,1,1,Violence ged
sigact,258,04-04-2009,33.40595627,68.30419922,Taliban,2,1,Violence ged
sigact,259,04-04-2009,32.07075882,67.26251221,Taliban,1,1,Violence ged
ged,185,04-04-2009,33.33333,67.75,Taleban,1,4,Violence sig
ged,186,04-04-2009,31.918721,67.151789,Government of Afghanistan,1,3,Violence sig
ged,187,04-04-2009,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
ged,189,04-04-2009,32.206837,66.671303,Government of Afghanistan,1,1,Violence sig
sigact,260,04-04-2009,32.35633469,65.11483002,Taliban,2,1,Violence ged
sigact,261,04-04-2009,33.03519821,69.50011444,Taliban,1,1,Violence ged
ged,190,04-04-2009,36.223248,68.120033,Taleban,1,5,Violence sig
sigact,262,04-04-2009,31.73734665,65.70214844,Taliban,2,1,Violence ged
sigact,263,04-04-2009,31.62225151,65.71620178,Taliban,2,1,Violence ged
ged,192,04-04-2009,32.212,67.3056,Government of Afghanistan,1,1,Violence sig
ged,193,04-04-2009,33.957778,71.573611,Government of Afghanistan,1,2,Violence sig
sigact,264,04-04-2009,32.54824066,67.28744507,Taliban,1,1,Violence ged
sigact,265,04-04-2009,31.77232361,62.99894333,Taliban,2,1,Violence ged
sigact,266,04-04-2009,31.54449654,64.8919754,Taliban,1,1,Violence ged
gtd,114,04-04-2009,31.026149,62.450415,Taliban,3,4,Violence gtd
gtd,115,04-04-2009,34.341944,62.203056,Unknown,3,1,Violence gtd
sigact,267,04-04-2009,32.06314087,64.83055115,Taliban,2,1,Violence ged
sigact,268,04-04-2009,33.372715,69.73692322,Taliban,2,1,Violence ged
sigact,269,04-04-2009,31.48597717,65.8169632,Taliban,2,1,Violence ged
sigact,270,04-04-2009,31.80132103,64.57926941,Taliban,1,1,Violence ged
sigact,271,04-04-2009,31.7466526,65.73091125,Taliban,1,1,Violence ged
sigact,272,04-04-2009,31.62714005,65.53559113,Taliban,1,1,Violence ged
sigact,273,04-04-2009,34.9454689,71.04229736,ISAF,3,1,Violence ged
sigact,274,04-04-2009,31.06990623,66.34489441,Taliban,2,1,Violence ged
sigact,275,04-04-2009,31.5850029,65.4536438,Taliban,2,1,Violence ged
sigact,276,04-04-2009,31.07022476,66.34454346,Taliban,2,1,Violence ged
ged,201,04-04-2009,31.725736,67.390181,Government of Afghanistan,1,3,Violence sig
sigact,277,04-04-2009,32.66459274,67.57633209,Taliban,1,1,Violence ged
sigact,278,04-04-2009,31.63242912,65.03923798,Taliban,1,1,Violence ged
sigact,279,04-04-2009,31.10969162,61.87792969,Taliban,2,1,Violence ged
sigact,280,04-04-2009,34.88139725,70.91021729,Taliban,1,1,Violence ged
sigact,281,04-04-2009,32.12383652,65.92115784,Taliban,1,1,Violence ged
ged,203,04-04-2009,32.25,67.25,Taleban,1,4,Violence sig
ged,204,04-04-2009,33.33333,67.75,Government of Afghanistan,1,4,Violence sig
ged,205,04-04-2009,32.716667,67.633333,Government of Afghanistan,1,3,Violence sig
gtd,118,04-04-2009,30.96,61.86,Unknown,3,1,Violence gtd
sigact,282,04-04-2009,32.70869827,65.84899902,Taliban,2,1,Violence ged
sigact,283,04-04-2009,31.55062675,65.43557739,Taliban,1,1,Violence ged
sigact,284,04-04-2009,31.54419708,65.49810791,Taliban,2,1,Violence ged
sigact,285,04-04-2009,33.86328506,68.92432404,Taliban,2,1,Violence ged
sigact,286,04-04-2009,34.45517731,68.78455353,Taliban,1,1,Violence ged
sigact,287,04-04-2009,34.68983078,68.58127594,Taliban,2,1,Violence ged
sigact,288,04-04-2009,32.6750412,65.8483429,Taliban,2,1,Violence ged
ged,208,04-04-2009,33.543516,69.9118,Government of Afghanistan,1,3,Violence sig
sigact,289,04-04-2009,33.56114197,69.06464386,Taliban,2,1,Violence ged
sigact,290,04-04-2009,32.62512207,69.04637146,Taliban,2,1,Violence ged
sigact,291,04-04-2009,31.6095314,65.51403809,Taliban,1,1,Violence ged
sigact,292,04-04-2009,31.54830742,65.41519165,Taliban,1,1,Violence ged
sigact,293,04-04-2009,31.13888931,64.18639374,Taliban,1,1,Violence ged
sigact,294,04-04-2009,32.22943497,67.19264984,Taliban,1,1,Violence ged
sigact,295,04-04-2009,33.64523315,69.90827942,Taliban,1,1,Violence ged
sigact,296,04-04-2009,32.47961044,69.24765015,Taliban,1,1,Violence ged
ged,213,04-04-2009,31.072875,65.158015,Government of Afghanistan,1,3,Violence sig
sigact,297,04-04-2009,34.84633636,69.65837097,Taliban,1,1,Violence ged
sigact,298,04-04-2009,32.72840118,68.32595825,Taliban,2,1,Violence ged
sigact,299,04-04-2009,31.51710701,65.39575195,Taliban,1,1,Violence ged
sigact,300,04-04-2009,33.07757568,68.99678802,Taliban,1,1,Violence ged
sigact,301,04-04-2009,32.32981873,65.08234406,ISAF,3,1,Violence ged
ged,214,04-04-2009,31.126,64.1889,Government of Afghanistan,1,1,Violence sig
ged,215,04-04-2009,33.1104,68.0326,Government of Afghanistan,1,1,Violence sig
gtd,121,04-04-2009,36.890916,67.189449,Taliban,9,4,Violence gtd
sigact,302,04-04-2009,31.50417328,65.50595093,Taliban,2,1,Violence ged
sigact,303,04-04-2009,31.57616997,66.72705078,Taliban,1,1,Violence ged
ged,217,04-04-2009,33.4232,69.041565,Government of Afghanistan,1,3,Violence sig
ged,218,04-04-2009,31.447533,67.253177,Government of Afghanistan,1,3,Violence sig
gtd,123,04-04-2009,34.176874,61.700565,Unknown,6,4,Violence gtd
sigact,304,04-04-2009,31.57616997,66.72705078,Taliban,2,1,Violence ged
sigact,305,04-04-2009,34.74126816,71.18229675,Taliban,1,1,Violence ged
ged,219,04-04-2009,31.519681,66.552678,Government of Afghanistan,1,3,Violence sig
gtd,125,04-04-2009,34.524667,69.192392,Taliban,7,4,Violence gtd
sigact,306,04-04-2009,31.81949043,64.5690155,Taliban,2,1,Violence ged
sigact,307,04-04-2009,31.007164,66.39930725,Taliban,2,1,Violence ged
sigact,308,04-04-2009,31.64665604,65.64048767,Taliban,2,1,Violence ged
sigact,309,04-04-2009,34.93146515,69.62269592,Taliban,1,1,Violence ged
sigact,310,04-04-2009,34.71759796,69.77540588,Taliban,1,1,Violence ged
ged,223,04-04-2009,34.826742,71.289216,Government of Afghanistan,1,5,Violence sig
gtd,126,04-04-2010,31.363647,63.958611,Taliban,3,4,Violence gtd
sigact,311,04-04-2010,34.76237869,70.39836121,Taliban,2,1,Violence ged
sigact,312,04-04-2010,32.86660385,68.94869232,Taliban,1,1,Violence ged
sigact,313,04-04-2010,31.69662285,65.66616058,Taliban,1,1,Violence ged
ged,225,04-04-2010,32.6683,68.479991,Government of Afghanistan,1,3,Violence sig
gtd,128,04-04-2010,34.348889,63.177778,Unknown,3,1,Violence gtd
sigact,314,04-04-2010,31.56245995,65.28315735,Taliban,2,1,Violence ged
sigact,315,04-04-2010,33.49191666,68.37133026,Taliban,2,1,Violence ged
sigact,316,04-04-2010,32.59908295,62.40321732,Taliban,2,1,Violence ged
sigact,317,04-04-2010,34.9601059,69.62981415,ISAF,3,1,Violence ged
ged,229,04-04-2010,35,63.75,Taleban,1,4,Violence sig
sigact,318,04-04-2010,34.69379044,69.91798401,Taliban,1,1,Violence ged
sigact,319,04-04-2010,32.40074158,67.06698608,Taliban,2,1,Violence ged
sigact,320,27-04-2008,33.56062317,68.35826874,Taliban,1,1,Violence ged
sigact,321,27-04-2008,34.51793671,69.19171906,Taliban,1,1,Violence ged
sigact,322,27-04-2008,34.92733002,71.09135437,ISAF,3,1,Violence ged
ged,232,27-04-2008,34.33333,70.41667,Government of Afghanistan,1,4,Violence sig
sigact,323,28-04-2008,32.82935333,67.78312683,Taliban,1,1,Violence ged
sigact,324,28-04-2008,34.88526154,70.9021759,ISAF,3,1,Violence ged
ged,236,28-04-2008,31.749897,62.940045,Government of Afghanistan,1,3,Violence sig
sigact,325,29-04-2008,34.84170532,69.68032074,Taliban,2,1,Violence ged
sigact,326,29-04-2008,30.98536682,66.34755707,Taliban,2,1,Violence ged
sigact,327,29-04-2008,34.84351349,69.67923737,Taliban,2,1,Violence ged
sigact,328,29-04-2008,34.87315369,70.93811035,Taliban,1,1,Violence ged
sigact,329,29-04-2008,34.01663208,69.01083374,Taliban,1,1,Violence ged
sigact,330,29-04-2008,34.26512527,70.19593048,Taliban,2,1,Violence ged
sigact,331,30-04-2008,32.23941803,68.75585938,Taliban,2,1,Violence ged
sigact,332,30-04-2008,34.25639343,69.18138123,Taliban,2,1,Violence ged
sigact,333,30-04-2008,34.50350189,69.16320038,ISAF,3,1,Violence ged
ged,241,30-04-2008,34,69.25,Taleban,1,4,Violence sig
sigact,334,01-05-2008,34.88154602,69.65000916,Taliban,1,1,Violence ged
sigact,335,01-05-2008,31.16614532,66.32364655,Taliban,2,1,Violence ged
sigact,336,01-05-2008,34.96558762,69.61561584,Taliban,1,1,Violence ged
ged,243,01-05-2008,32.25,67.25,Government of Afghanistan,1,4,Violence sig
sigact,337,02-05-2008,31.07896614,64.22653198,Taliban,1,1,Violence ged
sigact,338,02-05-2008,31.07896614,64.22653198,Taliban,1,1,Violence ged
sigact,339,02-05-2008,32.48361588,64.6208725,Taliban,2,1,Violence ged
sigact,340,02-05-2008,33.51819611,69.91355896,Taliban,2,1,Violence ged
sigact,341,02-05-2008,33.22543335,70.16349792,Taliban,1,1,Violence ged
sigact,342,02-05-2008,33.5320015,69.89539337,Taliban,2,1,Violence ged
ged,248,02-05-2008,32.850827,67.818891,Government of Afghanistan,1,2,Violence sig
sigact,343,03-05-2008,34.26105118,70.74233246,Taliban,2,1,Violence ged
sigact,344,03-05-2008,31.06543541,64.22636414,Taliban,1,1,Violence ged
sigact,345,03-05-2008,31.0384903,64.21343994,Taliban,1,1,Violence ged
sigact,346,03-05-2008,34.97689819,71.10221863,Taliban,1,1,Violence ged
sigact,347,03-05-2008,33.03480911,68.65088654,Taliban,1,1,Violence ged
sigact,348,03-05-2008,33.87622833,68.64295959,Taliban,1,1,Violence ged
sigact,349,03-05-2008,34.97051239,71.09099579,Taliban,1,1,Violence ged
ged,250,03-05-2009,32.62675,65.873313,Government of Afghanistan,1,1,Violence sig
ged,251,03-05-2009,30.15106,63.879346,Government of Afghanistan,1,3,Violence sig
ged,252,03-05-2009,32.416667,68.75,Taleban,1,4,Violence sig
gtd,140,03-05-2009,34.846589,71.097317,Unknown,2,4,Violence gtd
sigact,350,03-05-2009,31.61888313,65.71768951,Taliban,2,1,Violence ged
sigact,351,03-05-2009,31.5563755,65.41782379,Taliban,1,1,Violence ged
sigact,352,03-05-2009,32.80122375,62.15077209,Taliban,1,1,Violence ged
sigact,353,03-05-2009,33.06190109,68.66255951,ISAF,3,1,Violence ged
ged,254,03-05-2009,30.852922,64.131675,Taleban,1,3,Violence sig
sigact,354,03-05-2009,31.5596981,65.33413696,Taliban,2,1,Violence ged
sigact,355,03-05-2009,33.3823204,70.03394318,Taliban,2,1,Violence ged
sigact,356,03-05-2009,32.83907318,67.81096649,Taliban,1,1,Violence ged
sigact,357,07-05-2008,33.53380585,69.90015411,Taliban,2,1,Violence ged
sigact,358,07-05-2008,34.96807861,71.09104156,Taliban,1,1,Violence ged
ged,257,07-05-2008,33.33333,67.75,Taleban,1,4,Violence sig
gtd,145,07-05-2008,36.315551,67.964286,Unknown,7,1,Violence gtd
sigact,359,08-05-2008,34.52164459,69.07627106,Taliban,2,1,Violence ged
sigact,360,08-05-2008,33.86416626,69.09171295,Taliban,2,1,Violence ged
sigact,361,08-05-2008,33.49249649,65.11444092,Taliban,1,1,Violence ged
ged,259,08-05-2008,34.525181,65.252342,Government of Afghanistan,1,2,Violence sig
ged,261,08-05-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
ged,262,08-05-2008,33.265833,68.229166,Taleban,1,5,Violence sig
sigact,362,09-05-2008,34.90670776,69.62583923,Taliban,1,1,Violence ged
sigact,363,09-05-2008,34.94353485,70.95137024,Taliban,1,1,Violence ged
sigact,364,09-05-2008,34.7434082,70.88122559,Taliban,1,1,Violence ged
sigact,365,09-05-2008,33.3584404,69.36729431,Taliban,1,1,Violence ged
ged,264,09-05-2008,33.372715,69.406475,Government of Afghanistan,1,3,Violence sig
ged,265,09-05-2008,32.465816,64.737566,Government of Afghanistan,1,3,Violence sig
ged,267,10-05-2008,33.436394,68.974098,Government of Afghanistan,1,1,Violence sig
ged,268,10-05-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
ged,269,10-05-2008,33.543516,69.9118,Government of Afghanistan,1,3,Violence sig
sigact,366,11-05-2008,34.71073151,70.95243835,Taliban,1,1,Violence ged
ged,270,11-05-2008,33.5212,68.4161,Government of Afghanistan,1,1,Violence sig
sigact,367,12-05-2008,33.51654053,69.12458801,Taliban,1,1,Violence ged
sigact,368,12-05-2008,33.78678131,68.56253052,Taliban,1,1,Violence ged
sigact,369,12-05-2008,34.9855957,70.90307617,Taliban,1,1,Violence ged
ged,271,12-05-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
gtd,147,12-05-2008,31.585831,67.028191,Taliban,8,3,Violence gtd
gtd,148,12-05-2008,31.623036,65.054246,Taliban,6,3,Violence gtd
gtd,150,12-05-2008,36.859931,68.715498,Taliban,8,4,Violence gtd
ged,274,13-05-2008,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
ged,275,13-05-2008,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
sigact,370,14-05-2008,34.7434082,70.88122559,Taliban,1,1,Violence ged
sigact,371,14-05-2008,35.58661652,63.80797577,ISAF,3,1,Violence ged
sigact,372,14-05-2008,34.86155319,70.99208832,ISAF,3,1,Violence ged
gtd,153,14-05-2008,36.972222,69.163056,Unknown,2,3,Violence gtd
gtd,154,14-05-2009,36.733333,68.866667,Unknown,3,1,Violence gtd
sigact,373,14-05-2009,36.65399933,68.85611725,Taliban,2,1,Violence ged
sigact,374,14-05-2009,32.15229416,63.43690491,Taliban,2,1,Violence ged
sigact,375,14-05-2009,33.47029114,69.99700165,Taliban,2,1,Violence ged
sigact,376,14-05-2009,33.36504745,69.73739624,Taliban,1,1,Violence ged
ged,279,14-05-2009,31.918721,67.151789,Government of Afghanistan,1,3,Violence sig
sigact,377,14-05-2009,33.46979523,69.99688721,Taliban,2,1,Violence ged
sigact,378,14-05-2009,33.36504745,69.73739624,Taliban,2,1,Violence ged
sigact,379,14-05-2009,31.4949131,65.32782745,Taliban,2,1,Violence ged
sigact,380,14-05-2009,31.10996246,64.19232941,ISAF,3,1,Violence ged
ged,282,14-05-2009,32.755167,62.073124,Government of Afghanistan,1,3,Violence sig
sigact,381,14-05-2009,31.92459297,64.70776367,Taliban,2,1,Violence ged
sigact,382,14-05-2009,31.61630058,65.66913605,Taliban,2,1,Violence ged
sigact,383,14-05-2009,31.62848473,64.82304382,Taliban,1,1,Violence ged
sigact,384,14-05-2009,31.75943375,64.7474823,Taliban,1,1,Violence ged
sigact,385,14-05-2009,33.28862762,68.2525177,Taliban,2,1,Violence ged
sigact,386,14-05-2009,33.91062927,69.01519775,Taliban,2,1,Violence ged
sigact,387,14-05-2009,33.35277939,69.9500885,Taliban,2,1,Violence ged
sigact,388,14-05-2009,32.13053513,68.5335083,Taliban,2,1,Violence ged
sigact,389,14-05-2009,34.8915596,69.63257599,Taliban,1,1,Violence ged
sigact,390,14-05-2009,34.78491592,70.9812851,ISAF,3,1,Violence ged
ged,283,14-05-2009,33.666667,69.33333,Taleban,1,4,Violence sig
sigact,391,14-05-2009,32.17423248,66.83637238,Taliban,2,1,Violence ged
sigact,392,14-05-2009,32.33996964,64.77236176,Taliban,2,1,Violence ged
sigact,393,14-05-2009,32.40758514,68.35131073,Taliban,1,1,Violence ged
sigact,394,14-05-2009,31.0430603,64.20721436,Taliban,1,1,Violence ged
ged,287,14-05-2009,32.25,67.25,Taleban,1,4,Violence sig
ged,291,14-05-2009,32.672833,67.691617,Government of Afghanistan,1,1,Violence sig
sigact,395,19-05-2008,32.4077301,64.76411438,Taliban,2,1,Violence ged
sigact,396,19-05-2008,33.75163651,69.79580688,Taliban,2,1,Violence ged
ged,292,19-05-2008,31,62.5,Taleban,1,4,Violence sig
ged,293,19-05-2008,31,64,Taleban,1,4,Violence sig
sigact,397,20-05-2010,32.28007126,63.21345139,Taliban,2,1,Violence ged
sigact,398,20-05-2010,33.48176575,69.0753479,Taliban,2,1,Violence ged
sigact,399,20-05-2010,32.59373093,69.33886719,Taliban,1,1,Violence ged
sigact,400,20-05-2010,32.86645889,68.08448029,Taliban,2,1,Violence ged
sigact,401,20-05-2010,34.96004868,69.60572052,Taliban,1,1,Violence ged
sigact,402,20-05-2010,34.75397491,70.80860138,ISAF,3,1,Violence ged
ged,297,20-05-2010,32.860043,67.181449,Government of Afghanistan,1,3,Violence sig
sigact,403,20-05-2010,32.63886261,69.26847076,Taliban,2,1,Violence ged
ged,301,20-05-2010,32.416667,68.75,Taleban,1,4,Violence sig
gtd,164,20-05-2010,36.890916,67.189449,Unknown,2,1,Violence gtd
sigact,404,20-05-2010,31.616745,65.73342896,Taliban,2,1,Violence ged
sigact,405,20-05-2010,34.93937302,71.00765991,Taliban,1,1,Violence ged
sigact,406,20-05-2010,33.32549286,69.84396362,Taliban,2,1,Violence ged
sigact,407,20-05-2010,33.34380341,68.9580307,Taliban,2,1,Violence ged
sigact,408,23-05-2008,34.227211,69.8516922,Taliban,2,1,Violence ged
ged,304,23-05-2008,32.465816,64.737566,Government of Afghanistan,1,3,Violence sig
ged,305,23-05-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
sigact,409,24-05-2008,33.16087341,68.11547089,Taliban,1,1,Violence ged
sigact,410,25-05-2008,31.63689804,65.67604828,Taliban,2,1,Violence ged
sigact,411,25-05-2008,32.82038116,62.76069641,Taliban,1,1,Violence ged
ged,307,25-05-2008,32.771851,62.753066,Government of Afghanistan,1,3,Violence sig
gtd,168,25-05-2008,36.896969,65.665857,Unknown,2,4,Violence gtd
sigact,412,26-05-2008,32.53720474,69.19488525,Taliban,1,1,Violence ged
ged,309,26-05-2008,33.33333,67.75,Taleban,1,4,Violence sig
sigact,413,27-05-2008,31.67821693,67.18547821,Taliban,1,1,Violence ged
sigact,414,27-05-2008,30.18282127,66.09941101,Taliban,2,1,Violence ged
sigact,415,27-05-2008,33.84423828,68.97159576,Taliban,2,1,Violence ged
sigact,416,27-05-2008,34.94843292,70.94906616,Taliban,1,1,Violence ged
sigact,417,27-05-2008,31.61632156,65.79454041,Taliban,2,1,Violence ged
sigact,418,27-05-2008,33.48213196,69.37134552,Taliban,1,1,Violence ged
sigact,419,27-05-2008,33.44911194,69.07639313,Taliban,1,1,Violence ged
sigact,420,27-05-2008,34.96854401,69.6232605,Taliban,1,1,Violence ged
sigact,421,27-05-2008,33.7913208,68.93952942,Taliban,2,1,Violence ged
ged,313,27-05-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
ged,317,27-05-2008,35.481792,63.153801,Government of Afghanistan,1,1,Violence sig
ged,318,27-05-2008,34.900056,70.924465,Government of Afghanistan,1,2,Violence sig
ged,319,27-05-2008,33.4232,69.041565,Government of Afghanistan,1,3,Violence sig
sigact,422,28-05-2008,31.57838821,64.3542099,Taliban,2,1,Violence ged
sigact,423,28-05-2008,31.08787727,64.23818207,Taliban,2,1,Violence ged
sigact,424,28-05-2008,32.54285049,62.34181976,Taliban,1,1,Violence ged
sigact,425,28-05-2008,33.59066772,69.11209106,Taliban,2,1,Violence ged
sigact,426,28-05-2008,33.87727737,68.62857819,Taliban,1,1,Violence ged
sigact,427,28-05-2008,33.27731323,69.91398621,Taliban,2,1,Violence ged
sigact,428,28-05-2008,32.40111542,68.47711945,Taliban,1,1,Violence ged
ged,321,28-05-2008,32.416667,68.75,Taleban,1,4,Violence sig
ged,322,28-05-2008,33.214845,69.958707,Government of Afghanistan,1,2,Violence sig
ged,323,28-05-2008,34.25,68,Government of Afghanistan,1,4,Violence sig
ged,324,28-05-2008,31.072875,65.158015,Government of Afghanistan,1,3,Violence sig
sigact,429,29-05-2008,32.62259674,62.50105667,Taliban,1,1,Violence ged
sigact,430,29-05-2008,32.00896072,67.10383606,Taliban,2,1,Violence ged
sigact,431,29-05-2008,31.0797348,64.20832825,Taliban,1,1,Violence ged
sigact,432,29-05-2008,34.54121399,69.22231293,Taliban,2,1,Violence ged
ged,327,29-05-2008,32.630096,62.480503,Government of Afghanistan,1,1,Violence sig
ged,329,29-05-2008,33.305843,68.446963,Government of Afghanistan,1,3,Violence sig
ged,330,29-05-2008,32.771851,62.753066,Taleban,1,3,Violence sig
ged,331,29-05-2008,32.21683,62.88273,Taleban,1,3,Violence sig
sigact,433,30-05-2008,31.07225609,64.17194366,Taliban,1,1,Violence ged
sigact,434,30-05-2008,33.35214233,69.51480103,Taliban,1,1,Violence ged
sigact,435,30-05-2008,31.07225609,64.17194366,Taliban,2,1,Violence ged
sigact,436,30-05-2008,33.39707947,69.98266602,Taliban,2,1,Violence ged
sigact,437,30-05-2008,33.41245651,68.51193237,Taliban,1,1,Violence ged
sigact,438,30-05-2008,34.52443695,70.32164764,Taliban,2,1,Violence ged
ged,334,30-05-2008,31.583123,65.643074,Government of Afghanistan,1,2,Violence sig
ged,336,30-05-2008,32.5,62.5,Government of Afghanistan,1,4,Violence sig
ged,337,30-05-2008,31.829363,64.608526,Government of Afghanistan,1,3,Violence sig
sigact,439,31-05-2008,33.43037033,68.96987915,Taliban,2,1,Violence ged
sigact,440,31-05-2008,34.42733765,70.45505524,Taliban,2,1,Violence ged
ged,340,31-05-2008,35.806595,63.142708,Government of Afghanistan,1,1,Violence sig
sigact,441,01-06-2008,34.51259995,69.10894775,Taliban,2,1,Violence ged
sigact,442,01-06-2008,32.93900299,66.63827515,Taliban,1,1,Violence ged
sigact,443,01-06-2008,35.81466675,63.12755585,Taliban,1,1,Violence ged
sigact,444,01-06-2008,34.98403931,63.24323654,Taliban,1,1,Violence ged
sigact,445,01-06-2008,32.89891434,68.79042053,Taliban,1,1,Violence ged
ged,341,01-06-2008,35.462075,63.469625,Government of Afghanistan,1,3,Violence sig
sigact,446,02-06-2008,33.32872391,69.38974762,Taliban,1,1,Violence ged
sigact,447,02-06-2008,34.32318878,68.86195374,Taliban,1,1,Violence ged
sigact,448,02-06-2008,33.43117905,68.95944214,ISAF,3,1,Violence ged
ged,344,02-06-2008,32.83333,66,Government of Afghanistan,1,4,Violence sig
ged,345,02-06-2008,33.886501,69.91443,Government of Afghanistan,1,5,Violence sig
ged,348,02-06-2008,30.852922,64.131675,Government of Afghanistan,1,3,Violence sig
ged,349,02-06-2008,31.625941,63.861445,Government of Afghanistan,1,3,Violence sig
sigact,449,03-06-2008,32.15048599,64.96057892,Taliban,2,1,Violence ged
sigact,450,03-06-2008,33.48989487,69.05382538,Taliban,2,1,Violence ged
sigact,451,03-06-2008,31.4711132,65.31723785,Taliban,1,1,Violence ged
sigact,452,03-06-2008,34.8873291,70.90835571,ISAF,3,1,Violence ged
ged,355,03-06-2008,32.154197,64.95086,Government of Afghanistan,1,1,Violence sig
ged,356,04-06-2008,31,64,Government of Afghanistan,1,4,Violence sig
sigact,453,05-06-2008,32.10964966,66.91101074,Taliban,2,1,Violence ged
sigact,454,05-06-2008,32.17352676,68.27555084,Taliban,2,1,Violence ged
sigact,455,05-06-2008,32.70700836,68.33848572,Taliban,1,1,Violence ged
sigact,456,05-06-2008,33.04844284,69.22589111,Taliban,1,1,Violence ged
sigact,457,05-06-2008,34.93893051,71.00162506,Taliban,1,1,Violence ged
ged,360,05-06-2008,31,64,Government of Afghanistan,1,4,Violence sig
ged,361,05-06-2008,32.97518,69.192429,Government of Afghanistan,1,3,Violence sig
ged,362,05-06-2008,32.10368,66.905121,Government of Afghanistan,1,1,Violence sig
ged,364,05-06-2008,32.6683,68.479991,Government of Afghanistan,1,3,Violence sig
sigact,458,06-06-2008,34.33666992,69.04213715,Taliban,2,1,Violence ged
sigact,459,06-06-2008,34.95891953,71.06256104,ISAF,3,1,Violence ged
ged,367,06-06-2009,33.835973,68.355315,Government of Afghanistan,1,3,Violence sig
sigact,460,06-06-2009,31.55884171,65.33362579,Taliban,2,1,Violence ged
sigact,461,06-06-2009,32.33636093,64.77229309,Taliban,2,1,Violence ged
sigact,462,06-06-2009,32.17787552,63.32989502,Taliban,2,1,Violence ged
sigact,463,06-06-2009,34.24201584,68.79377747,Taliban,1,1,Violence ged
sigact,464,06-06-2009,33.83700943,68.60895538,Taliban,1,1,Violence ged
ged,368,06-06-2009,32.161313,63.43305,Government of Afghanistan,1,1,Violence sig
sigact,465,06-06-2009,31.5660305,65.4317627,Taliban,2,1,Violence ged
sigact,466,06-06-2009,32.09931564,64.88531494,Taliban,2,1,Violence ged
sigact,467,06-06-2009,33.1523056,68.1001358,Taliban,2,1,Violence ged
sigact,468,06-06-2009,33.14174271,68.08046722,Taliban,1,1,Violence ged
ged,371,06-06-2009,34.093087,64.338716,Government of Afghanistan,1,3,Violence sig
ged,372,06-06-2009,33.391935,69.381221,Taleban,1,5,Violence sig
ged,373,06-06-2009,32.83333,66,Taleban,1,4,Violence sig
ged,375,06-06-2009,31,64,Government of Afghanistan,1,4,Violence sig
sigact,469,06-06-2009,33.5516777,68.41829681,Taliban,2,1,Violence ged
sigact,470,06-06-2009,34.03900909,64.07250214,Taliban,1,1,Violence ged
ged,376,06-06-2009,32.83333,66,Taleban,1,4,Violence sig
sigact,471,06-06-2009,36.1769371,68.76091766,Taliban,2,1,Violence ged
sigact,472,06-06-2009,31.90182877,64.75650787,Taliban,2,1,Violence ged
sigact,473,06-06-2009,34.69937515,71.09698486,Taliban,1,1,Violence ged
ged,380,06-06-2009,33.678715,68.666712,Government of Afghanistan,1,3,Violence sig
ged,381,06-06-2009,33.39,68.8574,Government of Afghanistan,1,1,Violence sig
gtd,195,06-06-2009,32.495328,62.262663,Taliban,9,4,Violence gtd
sigact,474,06-06-2009,36.0458107,64.7828598,Taliban,1,1,Violence ged
sigact,475,06-06-2009,33.36863327,69.41053009,Taliban,1,1,Violence ged
ged,382,06-06-2009,34.750462,71.118319,Government of Afghanistan,1,2,Violence sig
sigact,476,06-06-2009,33.10574341,68.97609711,Taliban,1,1,Violence ged
sigact,477,06-06-2009,33.36863327,69.41053009,Taliban,1,1,Violence ged
sigact,478,06-06-2009,33.3731575,69.7416153,Taliban,1,1,Violence ged
ged,385,06-06-2009,33.38193,69.684565,Government of Afghanistan,1,2,Violence sig
ged,386,06-06-2009,33.4955,69.0357,Government of Afghanistan,1,1,Violence sig
ged,387,06-06-2009,32.62675,65.873313,Government of Afghanistan,1,2,Violence sig
sigact,479,06-06-2009,34.24606323,70.8497467,Taliban,2,1,Violence ged
sigact,480,06-06-2009,32.65766144,65.99489594,Taliban,1,1,Violence ged
sigact,481,06-06-2009,33.46670914,62.59965897,Taliban,1,1,Violence ged
sigact,482,06-06-2009,31.61722374,65.66810608,Taliban,2,1,Violence ged
sigact,483,06-06-2009,34.72414398,70.90229797,Taliban,1,1,Violence ged
ged,388,06-06-2009,34.33333,70.41667,Taleban,1,4,Violence sig
ged,389,06-06-2009,33.305843,68.446963,Government of Afghanistan,1,3,Violence sig
sigact,484,06-06-2009,32.23142624,63.0033226,Taliban,2,1,Violence ged
sigact,485,06-06-2009,31.49117088,65.30036163,Taliban,1,1,Violence ged
sigact,486,06-06-2009,31.40517807,64.06771851,Taliban,2,1,Violence ged
